number,moviename,Budget,Domestic,Worldwide
"4,602",Beastmaster 2: Through the Portal of Time,"6,000,000","773,490","773,490"
"4,603",The Wild Bunch,"6,000,000","509,424","509,424"
"4,604",Under sandet,"6,000,000","434,640","4,959,039"
"4,605",The 5th Quarter,"6,000,000","408,159","408,159"
"4,606",The First Great Train Robbery,"6,000,000","391,942","391,942"
"4,607",Morvern Callar,"6,000,000","267,194","267,194"
"4,608",The Flower of Evil,"6,000,000","181,798","181,798"
"4,609",Akmareul Boatda (악마를 보았다),"6,000,000","129,210","13,168,809"
"4,610",Come Early Morning,"6,000,000","119,452","119,452"
"4,611",The Greatest,"6,000,000","115,862","117,796"
"4,612",Beasts of No Nation,"6,000,000","90,777","90,777"
"4,613",Deadfall,"6,000,000","66,351","1,673,635"
"4,614",Julia,"6,000,000","65,108","1,365,108"
"4,615",Lucky Break,"6,000,000","54,606","4,316,497"
"4,616","Surfer, Dude","6,000,000","36,497","36,497"
"4,617",Song One,"6,000,000","32,251","437,089"
"4,618",Lake of Fire,"6,000,000","25,317","26,007"
"4,619",Don McKay,"6,000,000","13,722","13,722"
"4,620",Épouse-moi mon pote,"6,000,000",0,"22,367,263"
"4,621",Prityazhenie,"6,000,000",0,"19,594,567"
"4,622",Benji,"6,000,000",0,"585,333"
"4,623",11:14,"6,000,000",0,0
"4,624",Icarus,"6,000,000",0,0
"4,625",Men of War,"6,000,000",0,0
"4,626",A Shine of Rainbows,"6,000,000",0,0
"4,627",Freaky Deaky,"6,000,000",0,0
"4,628",The Hit List,"6,000,000",0,0
"4,629",Tallulah,"6,000,000",0,0
"4,630",Videodrome,"5,952,000","2,120,439","2,120,755"
"4,631",Emma,"5,900,000","22,231,658","37,831,658"
"4,632",L'auberge espagnole,"5,900,000","3,895,664","3,910,861"
"4,633",Doktor Dinozavrov (Доктор Динозавров)&hellip;,"5,900,000",0,0
"4,634",Planet of the Apes,"5,800,000","33,395,426","33,398,936"
"4,635",The Train,"5,800,000","6,800,000","6,800,000"
"4,636",Winter in Wartime,"5,800,000","542,860","9,662,214"
"4,637",Foolproof,"5,800,000","230,312","421,021"
"4,638",Trade of Innocents,"5,800,000","15,091","15,091"
"4,639",Tom yum goong,"5,700,000","12,044,087","43,044,087"
"4,640",Stiff Upper Lips,"5,700,000","69,582","69,582"
"4,641",Druk,"5,700,000","44,205","21,698,895"
"4,642",The Inbetweeners,"5,700,000","35,955","86,051,320"
"4,643",Valhalla Rising,"5,700,000","30,638","731,613"
"4,644",Bend it Like Beckham,"5,600,000","32,543,449","74,566,042"
"4,645",Crossover,"5,600,000","7,009,668","7,009,668"
"4,646",Sunshine State,"5,600,000","3,064,356","3,281,898"
"4,647",Standing Ovation,"5,600,000","531,806","531,806"
"4,648",Khiladi 786,"5,600,000","385,422","14,683,763"
"4,649",[Rec] 2,"5,600,000","27,766","18,527,766"
"4,650",The Sting,"5,500,000","159,616,327","159,616,327"
"4,651",Chariots of Fire,"5,500,000","61,558,162","61,910,507"
"4,652",Diary of a Mad Black Woman,"5,500,000","50,406,346","50,458,356"
"4,653",Shine,"5,500,000","35,811,509","36,675,932"
"4,654",Don Jon,"5,500,000","24,477,704","41,268,579"
"4,655",Show Dogs,"5,500,000","17,744,685","40,014,998"
"4,656",High Plains Drifter,"5,500,000","15,700,000","15,700,000"
"4,657",Hell Fest,"5,500,000","11,107,431","18,294,883"
"4,658",Mambo Italiano,"5,500,000","9,282,750","12,399,772"
"4,659",Loving Vincent,"5,500,000","6,735,118","44,071,758"
"4,660",Ghost World,"5,500,000","6,217,849","8,761,608"
"4,661",Iris,"5,500,000","5,580,479","5,692,941"
"4,662",Galaxina,"5,500,000","4,865,000","4,865,000"
"4,663",Les Choristes,"5,500,000","3,629,758","83,525,626"
"4,664",Wonderland,"5,500,000","1,060,512","1,128,468"
"4,665",De battre mon coeur s'est arrêté,"5,500,000","1,023,424","8,589,831"
"4,666",Haevnen,"5,500,000","1,008,098","15,867,314"
"4,667",Le Havre,"5,500,000","611,709","13,480,196"
"4,668",El Clan,"5,500,000","201,227","22,125,102"
"4,669",Harvard Man,"5,500,000","56,653","56,653"
"4,670",Berlin Syndrome,"5,500,000","28,660","788,191"
"4,671",Salvation Boulevard,"5,500,000","28,468","28,468"
"4,672",R100,"5,500,000","24,956","24,956"
"4,673",Miss Julie,"5,500,000",0,"863,895"
"4,674",Animals,"5,500,000",0,0
"4,675",Portrait de la jeune fille en feu,"5,400,000","3,759,854","11,917,143"
"4,676",Irreversible,"5,400,000","792,200","8,133,256"
"4,677",Não Pare na Pista: A Melhor História de Paulo C&hellip;,"5,400,000","8,808","735,324"
"4,678",Tao Jie,"5,400,000",0,"4,728,896"
"4,679",Sound of Metal,"5,400,000",0,"516,819"
"4,680",47 Meters Down,"5,300,000","44,307,193","62,633,705"
"4,681",Rang De Basanti,"5,300,000","2,197,694","29,197,694"
"4,682",Grabbers,"5,300,000",0,"440,821"
"4,683",La Vie d'Adèle – Chapitres 1 & 2,"5,250,000","2,450,504","22,895,151"
"4,684",Hodejegerne,"5,250,000","1,200,010","20,184,208"
"4,685",The Ten,"5,250,000","769,726","786,677"
"4,686",A Room for Romeo Brass,"5,250,000","20,097","20,097"
"4,687",The Girl with all the Gifts,"5,250,000",0,"4,801,837"
"4,688",Wilson,"5,200,000","2,000,000","2,000,000"
"4,689",Saint Ralph,"5,200,000","795,126","1,695,126"
"4,690",Dum Maaro Dum,"5,200,000","564,489","11,633,427"
"4,691",Rebelles,"5,200,000",0,"7,260,661"
"4,692",Somewhere in Time,"5,100,000","9,709,597","9,709,597"
"4,693",My Big Fat Greek Wedding,"5,000,000","241,438,208","374,890,034"
"4,694",Get Out,"5,000,000","175,837,935","252,297,405"
"4,695",Paranormal Activity 3,"5,000,000","104,028,807","207,039,844"
"4,696",Saw II,"5,000,000","87,025,093","152,925,093"
"4,697",Insidious Chapter 2,"5,000,000","83,586,447","161,921,515"
"4,698",Lights Out,"5,000,000","67,268,835","148,806,510"
"4,699",The Visit,"5,000,000","65,206,105","98,677,816"
"4,700",Happy Death Day,"5,000,000","55,683,845","125,010,260"
"4,701",Paranormal Activity 4,"5,000,000","53,900,335","142,817,992"
"4,702",Ouija,"5,000,000","50,856,010","103,300,632"
"4,703",MA,"5,000,000","45,896,028","61,220,784"
"4,704",A Nightmare On Elm Street 3: Dream Warriors,"5,000,000","44,793,222","44,793,222"
"4,705",No se Aceptan Devoluciones,"5,000,000","44,467,206","100,486,616"
"4,706",The Gift,"5,000,000","43,787,265","58,978,477"
"4,707",The Big Sick,"5,000,000","42,872,467","56,868,677"
"4,708",The Return of the Pink Panther,"5,000,000","41,833,347","41,833,347"
"4,709",The Robe,"5,000,000","36,000,000","36,010,887"
"4,710",Freddy’s Dead: The Final Nightmare,"5,000,000","34,872,033","34,872,033"
"4,711",Overcomer,"5,000,000","34,700,142","38,093,564"
"4,712",Monster,"5,000,000","34,469,210","64,200,321"
"4,713",Paranormal Activity: The Marked Ones,"5,000,000","32,462,372","90,904,854"
"4,714","20,000 Leagues Under the Sea","5,000,000","28,200,000","28,200,000"
"4,715",Oculus,"5,000,000","27,695,246","44,115,496"
"4,716",Dallas Buyers Club,"5,000,000","27,298,285","60,611,845"
"4,717",No Escape,"5,000,000","27,288,872","42,844,516"
"4,718",The Elephant Man,"5,000,000","26,010,864","26,024,614"
"4,719",The Lazarus Effect,"5,000,000","25,801,570","38,359,310"
"4,720",Memento,"5,000,000","25,544,867","39,719,431"
"4,721",Our Idiot Brother,"5,000,000","24,814,830","25,861,249"
"4,722",The Strangers: Prey at Night,"5,000,000","24,431,472","32,144,262"
"4,723",Clerks II,"5,000,000","24,148,068","27,342,246"
"4,724",The Players Club,"5,000,000","23,047,939","23,047,939"
"4,725",Billy Elliot,"5,000,000","21,995,263","109,252,972"
"4,726",The Way Way Back,"5,000,000","21,502,690","26,853,810"
"4,727","As Above, So Below","5,000,000","21,222,315","41,824,066"
"4,728",God’s Not Dead 2,"5,000,000","20,773,069","23,551,286"
"4,729",The Apostle,"5,000,000","20,733,485","21,277,770"
"4,730",The Man From Snowy River,"5,000,000","20,659,423","20,659,423"
"4,731",House Party 2,"5,000,000","19,438,638","19,438,638"
"4,732",Doug's 1st Movie,"5,000,000","19,421,271","19,421,271"
"4,733",Race,"5,000,000","19,115,191","23,745,772"
"4,734",Mommie Dearest,"5,000,000","19,032,000","25,032,000"
"4,735",Still Alice,"5,000,000","18,656,400","41,598,366"
"4,736",Halloween 4: The Return of Michael Myers,"5,000,000","17,768,757","17,768,757"
"4,737",Apollo 18,"5,000,000","17,686,929","26,517,819"
"4,738","Paul, Apostle of Christ","5,000,000","17,547,999","26,078,500"
"4,739",Addicted,"5,000,000","17,390,770","17,499,242"
"4,740",O (Othello),"5,000,000","16,017,403","16,017,403"
"4,741",Gretel & Hansel,"5,000,000","15,347,654","22,052,456"
"4,742",Halloween: The Curse of Michael Myers,"5,000,000","15,126,948","15,126,948"
"4,743",The Egyptian,"5,000,000","15,000,000","15,000,000"
"4,744",Eve's Bayou,"5,000,000","14,843,425","14,843,425"
"4,745",Nighthawks,"5,000,000","14,600,000","19,600,000"
"4,746",Friday the 13th Part VIII: Jason Takes Manhattan,"5,000,000","14,343,976","14,343,976"
"4,747",Spring Breakers,"5,000,000","14,124,286","31,149,251"
"4,748",It Comes at Night,"5,000,000","13,985,117","19,720,203"
"4,749",Y Tu Mamá También,"5,000,000","13,649,881","33,649,881"
"4,750",Shaun of the Dead,"5,000,000","13,542,874","29,366,946"
"4,751",The Haunting of Molly Hartley,"5,000,000","13,442,412","15,318,257"
"4,752",Hillary’s America: The Secret History of the De&hellip;,"5,000,000","13,099,931","13,099,931"
"4,753",Lone Star,"5,000,000","12,961,389","12,961,389"
"4,754",April Fool's Day,"5,000,000","12,947,763","12,947,763"
"4,755",Diner,"5,000,000","12,592,907","12,592,907"
"4,756",Before I Fall,"5,000,000","12,241,072","18,945,682"
"4,757",Lone Wolf McQuade,"5,000,000","12,232,628","12,232,628"
"4,758",Sunshine Cleaning,"5,000,000","12,062,558","17,329,337"
"4,759",Fifty Shades of Black,"5,000,000","11,686,940","22,113,075"
"4,760",A Farewell To Arms,"5,000,000","11,000,000","11,017,403"
"4,761",Solomon and Sheba,"5,000,000","11,000,000","11,016,959"
"4,762",The Beastmaster,"5,000,000","10,751,126","10,751,126"
"4,763",Not Easily Broken,"5,000,000","10,572,742","10,732,909"
"4,764",Black Christmas,"5,000,000","10,429,730","18,526,087"
"4,765",Moms’ Night Out,"5,000,000","10,429,707","10,537,341"
"4,766",Win Win,"5,000,000","10,179,275","11,869,063"
"4,767",The Belko Experiment,"5,000,000","10,166,820","11,792,942"
"4,768",The Perfect Match,"5,000,000","9,669,521","10,182,050"
"4,769",Digimon: The Movie,"5,000,000","9,628,751","16,628,751"
"4,770",Saved!,"5,000,000","8,886,160","10,206,551"
"4,771",Les invasions barbares,"5,000,000","8,460,000","25,913,869"
"4,772",Robin and Marian,"5,000,000","8,000,000","8,000,000"
"4,773",Force 10 from Navarone,"5,000,000","7,100,000","7,100,000"
"4,774",The Forsaken,"5,000,000","6,755,271","6,755,271"
"4,775",Jexi,"5,000,000","6,546,159","10,601,127"
"4,776",Fahrenheit 11/9,"5,000,000","6,352,306","6,653,715"
"4,777",UHF,"5,000,000","6,157,157","6,157,157"
"4,778",Sea Rex 3D: Journey to a Prehistoric World,"5,000,000","6,096,582","16,515,203"
"4,779",Grandma’s Boy,"5,000,000","6,090,172","6,590,172"
"4,780",Captain Fantastic,"5,000,000","5,879,835","21,340,234"
"4,781",Slums of Beverly Hills,"5,000,000","5,502,773","5,502,773"
"4,782",Once Upon a Time in the West,"5,000,000","5,321,508","5,380,513"
"4,783",Made,"5,000,000","5,308,707","5,476,060"
"4,784",Don’t Let Go,"5,000,000","5,215,062","5,288,136"
"4,785",La mala educación,"5,000,000","5,211,842","40,311,842"
"4,786",Moon,"5,000,000","5,010,163","10,676,073"
"4,787",Zola,"5,000,000","4,844,399","5,170,200"
"4,788",90 Minutes in Heaven,"5,000,000","4,816,142","4,816,142"
"4,789",Incarnate,"5,000,000","4,799,774","9,371,036"
"4,790",Eddie and the Cruisers,"5,000,000","4,685,097","4,685,097"
"4,791",Keeping Up with the Steins,"5,000,000","4,339,241","4,414,753"
"4,792",The Sweet Hereafter,"5,000,000","4,306,697","7,951,247"
"4,793",Bottle Shock,"5,000,000","4,078,607","4,815,890"
"4,794",My Old Lady,"5,000,000","4,011,530","15,220,308"
"4,795",Des Hommes et Des Dieux,"5,000,000","3,954,651","46,263,525"
"4,796",Jekyll and Hyde... Together Again,"5,000,000","3,707,583","3,707,583"
"4,797",Nomadland,"5,000,000","3,700,000","38,728,987"
"4,798",Table 19,"5,000,000","3,614,896","4,620,399"
"4,799",The Beach Bum,"5,000,000","3,502,600","4,267,808"
"4,800",Green Room,"5,000,000","3,220,371","3,807,503"
"4,801",Thoroughbreds,"5,000,000","3,072,605","3,474,221"
"4,802",Heavenly Creatures,"5,000,000","3,046,086","5,438,120"
"4,803",The Other Side of the Door,"5,000,000","3,000,342","12,905,107"
"4,804",Everything Must Go,"5,000,000","2,712,131","2,821,010"
"4,805",Kill the Messenger,"5,000,000","2,450,846","6,656,705"
"4,806",Rabbit Hole,"5,000,000","2,229,058","6,205,034"
"4,807",Jem and the Holograms,"5,000,000","2,184,640","2,368,937"
"4,808",Paterson,"5,000,000","2,141,423","10,727,536"
"4,809",Zero Effect,"5,000,000","2,080,693","2,080,693"
"4,810",A Midnight Clear,"5,000,000","1,526,697","1,526,697"
"4,811",The Machinist,"5,000,000","1,082,044","8,655,397"
"4,812",Light Sleeper,"5,000,000","1,050,861","1,050,861"
"4,813",American Teen,"5,000,000","942,441","989,319"
"4,814",Atlas Shrugged: Who Is John Galt?,"5,000,000","851,690","851,690"
"4,815",Party Monster,"5,000,000","742,898","894,030"
"4,816",Eddie and the Cruisers II,"5,000,000","540,000","540,000"
"4,817",The Oh in Ohio,"5,000,000","418,689","648,183"
"4,818",Bottle Rocket,"5,000,000","407,488","407,576"
"4,819",Ain't Them Bodies Saints,"5,000,000","391,611","1,075,009"
"4,820",Albino Alligator,"5,000,000","353,480","353,480"
"4,821",Jimi: All is By My Side,"5,000,000","340,911","927,074"
"4,822",Skins,"5,000,000","249,204","249,204"
"4,823","Gandhi, My Father","5,000,000","240,425","2,015,004"
"4,824",Standard Operating Procedure,"5,000,000","228,830","332,120"
"4,825",Tucker & Dale vs. Evil,"5,000,000","223,838","5,476,378"
"4,826",Touchback,"5,000,000","204,157","204,157"
"4,827",No Looking Back,"5,000,000","143,273","143,273"
"4,828",Cop Car,"5,000,000","134,552","143,658"
"4,829","Lovely, Still","5,000,000","127,564","282,687"
"4,830",Tycoon,"5,000,000","121,016","121,016"
"4,831",Desert Blue,"5,000,000","99,147","99,147"
"4,832",Decoys,"5,000,000","84,733","96,760"
"4,833",Stuck,"5,000,000","67,505","67,505"
"4,834",Redacted,"5,000,000","65,388","861,325"
"4,835",Lansky,"5,000,000","61,030","144,894"
"4,836",Rudderless,"5,000,000","56,001","584,499"
"4,837",Fascination,"5,000,000","16,670","83,356"
"4,838",Grace,"5,000,000","8,297","8,297"
"4,839",Area 51,"5,000,000","7,556","7,556"
"4,840",Revenge of the Green Dragons,"5,000,000","2,500","213,164"
"4,841",Mientras duermes,"5,000,000",0,"9,109,597"
"4,842",Flying By,"5,000,000",0,"4,568,257"
"4,843",Palm Springs,"5,000,000",0,"1,818,417"
"4,844",The Cottage,"5,000,000",0,"1,504,960"
"4,845",A Day to Die,"5,000,000",0,"98,616"
"4,846",Dying of the Light,"5,000,000",0,"74,639"
"4,847",Yoga Hosers,"5,000,000",0,"38,767"
"4,848",Grand Isle,"5,000,000",0,"5,444"
"4,849",Born of War,"5,000,000",0,671
"4,850",Capricorn One,"5,000,000",0,401
"4,851",Dead Like Me: Life After Death,"5,000,000",0,0
"4,852",Farce of the Penguins,"5,000,000",0,0
"4,853",Psych 9,"5,000,000",0,0
"4,854",Wheelman,"5,000,000",0,0
"4,855",Reach Me,"5,000,000",0,0
"4,856",Henry & Me,"5,000,000",0,0
"4,857",Let's Kill Ward's Wife,"5,000,000",0,0
"4,858",We Have Your Husband,"5,000,000",0,0
"4,859",Should've Been Romeo,"5,000,000",0,0
"4,860",Aztec Warrior,"5,000,000",0,0
"4,861",Navy SEAL vs. Zombies,"5,000,000",0,0
"4,862",The Hatching,"5,000,000",0,0
"4,863",Running Forever,"5,000,000",0,0
"4,864",7500,"5,000,000",0,0
"4,865",Occupied City,"5,000,000",0,0
"4,866",Every Day,"4,900,000","6,112,914","12,826,031"
"4,867",Mommy,"4,900,000","3,498,695","17,536,004"
"4,868",Obsluhoval jsem anglického krále,"4,900,000","617,228","7,174,984"
"4,869",Soul Kitchen,"4,900,000","276,901","23,347,461"
"4,870",The Awakening,"4,900,000","95,933","6,924,321"
"4,871",All Hat,"4,900,000","15,198","15,198"
"4,872",Sling Blade,"4,833,610","24,475,416","34,175,000"
"4,873",Hostel,"4,800,000","47,326,473","82,241,110"
"4,874",Zimna wojna,"4,800,000","4,580,048","25,030,444"
"4,875",Only God Forgives,"4,800,000","775,849","4,494,560"
"4,876",Take Shelter,"4,750,000","1,728,953","4,972,016"
"4,877",Tristram Shandy: A Cock and Bull Story,"4,750,000","1,253,413","3,061,763"
"4,878",The Texas Chainsaw Massacre 2,"4,700,000","8,025,872","8,025,872"
"4,879",Lady in White,"4,700,000","1,705,139","1,705,139"
"4,880",Driving Lessons,"4,700,000","239,962","239,962"
"4,881",Without Men,"4,700,000",0,0
"4,882",Treading Water,"4,700,000",0,0
"4,883",Pat Garrett and Billy the Kid,"4,638,783","8,000,000","11,000,000"
"4,884",Camping Sauvage,"4,600,000","3,479,302","3,479,302"
"4,885",Barfi,"4,600,000","2,804,874","36,751,984"
"4,886",Dear Frankie,"4,600,000","1,340,891","3,099,369"
"4,887",The Assassination of Richard Nixon,"4,600,000","708,776","4,880,143"
"4,888",Le nom des gens,"4,600,000","514,237","9,261,711"
"4,889",Savage Grace,"4,600,000","434,417","968,805"
"4,890",Out of the Blue,"4,600,000",728,"731,767"
"4,891",Occupation,"4,600,000",0,"35,111"
"4,892",Police Academy,"4,500,000","81,198,894","81,198,894"
"4,893",Four Weddings and a Funeral,"4,500,000","52,700,832","242,895,809"
"4,894",The Blue Lagoon,"4,500,000","47,923,795","47,923,795"
"4,895",Barbarian,"4,500,000","40,842,944","45,352,337"
"4,896",Fast Times at Ridgemont High,"4,500,000","27,092,880","27,093,116"
"4,897",Secrets & Lies,"4,500,000","13,417,292","16,090,874"
"4,898",25th Hour,"4,500,000","13,084,595","25,344,490"
"4,899",After Hours,"4,500,000","10,609,321","10,609,321"
"4,900",Moby Dick,"4,500,000","10,400,000","10,411,840"
"4,901",The Lobster,"4,500,000","9,196,278","18,019,834"
"4,902",Bound,"4,500,000","3,802,260","7,011,317"
"4,903",Requiem for a Dream,"4,500,000","3,635,482","7,389,233"
"4,904",State Fair,"4,500,000","3,500,000","3,500,000"
"4,905",Låt den rätte komma in,"4,500,000","2,122,085","12,247,682"
"4,906",Tango,"4,500,000","1,687,311","5,428,387"
"4,907",Salvador,"4,500,000","1,500,000","1,500,000"
"4,908",Donnie Darko,"4,500,000","1,480,006","7,510,154"
"4,909",Salvando al Soldado Perez,"4,500,000","1,400,726","9,330,465"
"4,910",Karakter,"4,500,000","713,413","713,413"
"4,911",Nannerl la soeur de Mozart,"4,500,000","707,885","2,404,639"
"4,912",Spun,"4,500,000","410,241","1,022,649"
"4,913",Life During Wartime,"4,500,000","281,447","281,447"
"4,914",Chinjeolhan geumjassi,"4,500,000","211,667","23,471,871"
"4,915",Blackthorn,"4,500,000","200,558","1,217,307"
"4,916",Maggie,"4,500,000","187,112","1,027,760"
"4,917",Lilja 4-ever,"4,500,000","181,655","4,548,505"
"4,918",After.Life,"4,500,000","108,596","2,481,925"
"4,919",Mean Machine,"4,500,000","92,723","92,723"
"4,920",Fong juk,"4,500,000","51,957","51,957"
"4,921",Spoken Word,"4,500,000","32,961","32,961"
"4,922",The Sweeney,"4,500,000","26,345","8,000,366"
"4,923",Falcon Rising,"4,500,000","11,774","11,774"
"4,924",J’ai perdu mon corps,"4,500,000",0,"1,639,538"
"4,925",Blood Quantum,"4,500,000",0,"10,926"
"4,926",Hansel & Gretel Get Baked,"4,500,000",0,0
"4,927",Fugly!,"4,500,000",0,0
"4,928",Zipper,"4,500,000",0,0
"4,929",The Final Girls,"4,500,000",0,0
"4,930",Daisy Winters,"4,500,000",0,0
"4,931",One Flew Over the Cuckoo's Nest,"4,400,000","108,981,275","163,274,115"
"4,932",Silent Movie,"4,400,000","36,145,695","36,145,695"
"4,933",Airlift (2016),"4,400,000",0,"9,969,237"
"4,934",R.L. Stine’s Monsterville: The Cabinet of Souls,"4,400,000",0,0
"4,935",Anna,"4,357,373",0,"1,200,000"
"4,936",Whale Rider,"4,300,000","20,779,666","39,374,600"
"4,937",Sexy Beast,"4,300,000","6,946,056","10,158,354"
"4,938",Paa,"4,300,000","199,228","9,791,282"
"4,939",Snabba Cash,"4,300,000","188,870","10,212,403"
"4,940",Night of the Living Dead,"4,200,000","5,835,247","5,835,247"
"4,941",Nochnoy dozor,"4,200,000","1,502,188","33,913,542"
"4,942",Animal Kingdom,"4,200,000","1,044,039","8,078,683"
"4,943",George A. Romero's Survival of the Dead,"4,200,000","101,740","101,740"
"4,944",Cargo,"4,200,000",0,"313,230"
"4,945",High School Musical,"4,200,000",0,"5,940"
"4,946",Love and Death on Long Island,"4,030,000","2,542,264","2,542,264"
"4,947",Porky's,"4,000,000","109,492,484","109,492,484"
"4,948",Peter Pan,"4,000,000","87,400,000","87,400,000"
"4,949",The Crying Game,"4,000,000","62,546,695","62,546,695"
"4,950",Lost in Translation,"4,000,000","44,585,453","117,085,297"
"4,951",Annie Hall,"4,000,000","38,251,425","38,252,270"
"4,952",The Boy Next Door,"4,000,000","36,006,065","53,401,938"
"4,953",The Greatest Show on Earth,"4,000,000","36,000,000","36,000,000"
"4,954",Leaving Las Vegas,"4,000,000","31,983,777","49,800,000"
"4,955",Monster's Ball,"4,000,000","31,273,922","43,766,463"
"4,956",Boyhood,"4,000,000","25,379,975","57,273,049"
"4,957",Exodus,"4,000,000","21,750,000","21,750,000"
"4,958",Father Stu,"4,000,000","21,096,678","21,806,425"
"4,959",The Kids Are All Right,"4,000,000","20,811,365","36,275,469"
"4,960",Life of Brian,"4,000,000","20,182,359","20,522,496"
"4,961",A Haunted House 2,"4,000,000","17,329,487","21,206,861"
"4,962",Late Night,"4,000,000","15,500,045","22,373,378"
"4,963",The Last Exorcism Part II,"4,000,000","15,179,303","25,448,707"
"4,964",The Front Page,"4,000,000","15,000,000","15,000,000"
"4,965",Trapeze,"4,000,000","14,400,000","14,400,000"
"4,966",The Return of the Living Dead,"4,000,000","14,237,880","14,238,634"
"4,967",They Live,"4,000,000","13,000,000","13,001,044"
"4,968",Saving Grace,"4,000,000","12,178,602","27,786,849"
"4,969",The Great Escape,"4,000,000","11,744,471","11,972,799"
"4,970",What the #$'! Do We Know,"4,000,000","10,941,801","11,704,768"
"4,971",The Lighthouse,"4,000,000","10,867,104","18,262,307"
"4,972",The Darkness,"4,000,000","10,753,574","10,904,495"
"4,973",Scoop,"4,000,000","10,525,717","40,103,262"
"4,974",The Wash,"4,000,000","10,097,096","10,097,096"
"4,975",3 Strikes,"4,000,000","9,821,335","9,821,335"
"4,976",The Visitor,"4,000,000","9,427,026","19,174,817"
"4,977",Traffik,"4,000,000","9,186,156","9,561,231"
"4,978",The Cooler,"4,000,000","8,291,572","11,131,455"
"4,979",The Misfits,"4,000,000","8,200,000","8,200,000"
"4,980",The Night Listener,"4,000,000","7,836,393","10,770,993"
"4,981",The Jerky Boys,"4,000,000","7,555,256","7,555,256"
"4,982",El orfanato,"4,000,000","7,159,147","79,250,193"
"4,983",Bug,"4,000,000","7,006,708","8,302,995"
"4,984",The Rules of Attraction,"4,000,000","6,525,762","11,799,060"
"4,985",Topaz,"4,000,000","6,000,000","6,000,000"
"4,986",Let's Go to Prison,"4,000,000","4,630,045","4,630,045"
"4,987",Four Rooms,"4,000,000","4,301,000","4,301,000"
"4,988",Secretary,"4,000,000","4,046,737","9,412,015"
"4,989",The Real Cancun,"4,000,000","3,816,594","4,188,034"
"4,990",Talk Radio,"4,000,000","3,468,572","3,468,572"
"4,991",Waiting for Guffman,"4,000,000","2,922,988","2,922,988"
"4,992",Love Stinks,"4,000,000","2,793,776","2,793,776"
"4,993",Samsara,"4,000,000","2,672,413","5,966,671"
"4,994",You Kill Me,"4,000,000","2,426,851","3,858,964"
"4,995",Cafarnaúm,"4,000,000","1,660,708","65,233,793"
"4,996",The Art of Getting By,"4,000,000","1,430,241","1,989,035"
"4,997",Thumbsucker,"4,000,000","1,328,679","1,919,197"
"4,998",Beyond the Mask,"4,000,000","1,236,094","1,236,094"
"4,999",Red State,"4,000,000","1,065,429","1,983,596"
"5,000",MirrorMask,"4,000,000","864,959","973,613"
"5,001",The Barbarians,"4,000,000","800,000","800,000"
"5,002",Holy Motors,"4,000,000","641,054","4,230,426"
"5,003",The Signal,"4,000,000","600,896","2,665,322"
"5,004",Poolhall Junkies,"4,000,000","563,711","563,711"
"5,005",The Loss of Sexual Innocence,"4,000,000","399,793","399,793"
"5,006",The Face of Love,"4,000,000","385,069","1,158,877"
"5,007",Joe,"4,000,000","373,375","373,375"
"5,008",Prison,"4,000,000","354,704","354,704"
"5,009",Shooting Fish,"4,000,000","302,204","302,204"
"5,010",Adoration,"4,000,000","294,244","384,244"
"5,011",Psycho Beach Party,"4,000,000","267,972","267,972"
"5,012",The Big Tease,"4,000,000","185,577","185,577"
"5,013",Polina danser sa vie,"4,000,000","165,203","953,314"
"5,014",Desert Dancer,"4,000,000","155,271","596,335"
"5,015","Guten Tag, Ramon","4,000,000","154,356","4,854,356"
"5,016",Mondays in the Sun,"4,000,000","146,402","146,402"
"5,017",Manglehorn,"4,000,000","132,270","797,439"
"5,018",Tau ming chong,"4,000,000","129,078","38,899,792"
"5,019",Trust,"4,000,000","120,016","120,016"
"5,020",Sweet Country,"4,000,000","85,556","2,291,545"
"5,021",An Everlasting Piece,"4,000,000","75,078","75,078"
"5,022",Among Giants,"4,000,000","64,359","64,359"
"5,023",The Velocity of Gary,"4,000,000","34,145","34,145"
"5,024",Stake Land,"4,000,000","33,245","679,482"
"5,025",Praia do Futuro,"4,000,000","20,620","760,678"
"5,026",Sonny,"4,000,000","17,639","17,639"
"5,027",The Last Time I Committed Suicide,"4,000,000","12,836","12,836"
"5,028",13 Sins,"4,000,000","9,134","47,552"
"5,029",Another Happy Day,"4,000,000","9,120","978,527"
"5,030",Inescapable,"4,000,000","4,327","4,327"
"5,031",Perfectos Desconocidos,"4,000,000",0,"31,166,312"
"5,032",Geograf globus propil,"4,000,000",0,"4,454,853"
"5,033",Down a Dark Hall,"4,000,000",0,"2,842,176"
"5,034",Patients of a Saint,"4,000,000",0,"593,148"
"5,035",A Lonely Place to Die,"4,000,000",0,"442,550"
"5,036",Brawl in Cell Block 99,"4,000,000",0,"79,208"
"5,037",Nothing,"4,000,000",0,"63,180"
"5,038",The Loved Ones,"4,000,000",0,"12,302"
"5,039",1776,"4,000,000",0,0
"5,040",Hell's Angels,"4,000,000",0,0
"5,041",Purple Violets,"4,000,000",0,0
"5,042",Replicas,"4,000,000",0,0
"5,043",The Helpers,"4,000,000",0,0
"5,044",The Veil,"4,000,000",0,0
"5,045",The Perfect Wave,"4,000,000",0,0
"5,046",How to Fall in Love,"4,000,000",0,0
"5,047",Chain of Command,"4,000,000",0,0
"5,048",The Ninth Configuration,"4,000,000",0,0
