number,moviename,Budget,Domestic,Worldwide
"1,360",Instant Family,"48,000,000","67,363,237","119,736,188"
"1,361",The Bone Collector,"48,000,000","66,488,090","151,463,090"
"1,362",Three Kings,"48,000,000","60,652,036","107,752,036"
"1,363",Tooth Fairy,"48,000,000","60,022,256","112,610,386"
"1,364",Rat Race,"48,000,000","56,607,223","86,607,223"
"1,365",3:10 to Yuma,"48,000,000","53,606,916","71,171,825"
"1,366",K-PAX,"48,000,000","50,315,140","64,978,140"
"1,367",Kate and Leopold,"48,000,000","47,095,453","70,937,778"
"1,368",Bedazzled,"48,000,000","37,879,996","90,376,224"
"1,369",Out of Sight,"48,000,000","37,562,568","77,562,568"
"1,370",The Cotton Club,"48,000,000","25,928,721","25,928,721"
"1,371",Charlie’s Angels,"48,000,000","17,801,306","73,235,048"
"1,372",Rambo,"47,500,000","42,754,105","113,244,290"
"1,373",The Infiltrator,"47,500,000","15,436,808","22,152,137"
"1,374",Dick Tracy,"47,000,000","103,738,726","162,738,726"
"1,375",Arrival,"47,000,000","100,546,139","202,754,970"
"1,376",The Cable Guy,"47,000,000","60,240,295","102,825,796"
"1,377",Addams Family Values,"47,000,000","46,293,855","46,293,855"
"1,378",Earth,"47,000,000","32,011,576","116,773,317"
"1,379",Riding in Cars with Boys,"47,000,000","29,781,453","29,781,453"
"1,380",Happily N'Ever After,"47,000,000","15,849,032","37,923,818"
"1,381",Solaris,"47,000,000","14,970,038","14,970,038"
"1,382",Jonah Hex,"47,000,000","10,547,117","11,022,696"
"1,383",Mary Reilly,"47,000,000","5,707,094","12,900,000"
"1,384",Silence,"46,500,000","7,100,177","23,726,626"
"1,385",Mr. Nobody,"46,500,000","3,622","22,254"
"1,386",My Best Friend's Wedding,"46,000,000","126,813,153","298,923,419"
"1,387",America's Sweethearts,"46,000,000","93,607,673","160,648,493"
"1,388",Star Trek: First Contact,"46,000,000","92,027,888","150,000,000"
"1,389",Brother Bear,"46,000,000","85,336,277","250,397,798"
"1,390",Insomnia,"46,000,000","67,263,182","113,622,499"
"1,391",Prisoners,"46,000,000","61,002,302","113,310,547"
"1,392",Courage Under Fire,"46,000,000","59,003,384","100,833,145"
"1,393",Inchon,"46,000,000","4,408,636","4,408,636"
"1,394",Arthur and the War of Two Worlds,"45,500,000","347,136","36,180,824"
"1,395",Liar Liar,"45,000,000","181,410,615","302,710,615"
"1,396",A Bug’s Life,"45,000,000","162,798,565","363,095,319"
"1,397",Taken 2,"45,000,000","139,854,287","377,807,404"
"1,398",The Flintstones,"45,000,000","130,531,208","358,500,000"
"1,399",Scary Movie 3,"45,000,000","110,000,082","155,200,000"
"1,400",Miss Congeniality,"45,000,000","106,807,667","213,420,951"
"1,401",Pitch Perfect 3,"45,000,000","104,897,530","185,736,412"
"1,402",Journey to the Center of the Earth,"45,000,000","101,704,370","243,180,937"
"1,403",The Pelican Brief,"45,000,000","100,768,056","187,995,859"
"1,404",The Princess Diaries 2: Royal Engagement,"45,000,000","95,149,435","134,713,435"
"1,405",The Bucket List,"45,000,000","93,466,502","174,807,445"
"1,406",The Client,"45,000,000","92,115,211","117,615,211"
"1,407",The Muppets,"45,000,000","88,625,922","160,971,922"
"1,408",Patriot Games,"45,000,000","83,287,363","178,100,000"
"1,409",Monster-in-Law,"45,000,000","82,931,301","155,931,301"
"1,410",Training Day,"45,000,000","76,261,036","104,505,352"
"1,411",The Girl on the Train,"45,000,000","75,395,035","174,278,214"
"1,412",Galaxy Quest,"45,000,000","71,423,726","90,523,726"
"1,413",Scary Movie 2,"45,000,000","71,277,420","141,189,101"
"1,414",Blade,"45,000,000","70,141,876","131,237,688"
"1,415",Coach Carter,"45,000,000","67,264,877","76,665,507"
"1,416",The Bounty Hunter,"45,000,000","67,061,228","135,808,837"
"1,417",Changing Lanes,"45,000,000","66,790,248","66,790,248"
"1,418",Anaconda,"45,000,000","65,598,907","136,998,907"
"1,419",Underworld: Evolution,"45,000,000","62,318,875","113,417,762"
"1,420",A Beautiful Day in the Neighborhood,"45,000,000","61,696,436","68,590,003"
"1,421",Coyote Ugly,"45,000,000","60,786,269","113,916,474"
"1,422",Love Actually,"45,000,000","59,472,278","246,546,998"
"1,423",Jack,"45,000,000","58,617,334","58,617,334"
"1,424",The Specialist,"45,000,000","57,362,581","170,362,581"
"1,425",Office Christmas Party,"45,000,000","54,767,494","115,097,874"
"1,426",Tin Cup,"45,000,000","53,854,588","75,854,588"
"1,427","Yours, Mine and Ours","45,000,000","53,359,917","72,359,917"
"1,428",Kicking and Screaming,"45,000,000","52,842,724","55,842,724"
"1,429",The Hitchhiker's Guide to the Galaxy,"45,000,000","51,019,112","102,746,214"
"1,430",Resident Evil: Extinction,"45,000,000","50,648,679","149,871,103"
"1,431",Fat Albert,"45,000,000","48,114,556","48,563,556"
"1,432",Savages,"45,000,000","47,323,100","82,513,490"
"1,433",The River Wild,"45,000,000","46,815,000","94,215,000"
"1,434",Blended,"45,000,000","46,290,741","127,990,741"
"1,435",All Eyez on Me,"45,000,000","44,922,302","57,697,426"
"1,436",Peter Rabbit 2: The Runaway,"45,000,000","40,501,717","150,976,764"
"1,437",Last Holiday,"45,000,000","38,399,961","43,343,247"
"1,438",16 Blocks,"45,000,000","36,895,141","65,595,141"
"1,439",The Indian in the Cupboard,"45,000,000","35,627,222","35,627,222"
"1,440",Cellular,"45,000,000","32,003,620","61,453,420"
"1,441",65,"45,000,000","31,716,207","55,916,207"
"1,442",Doctor Sleep,"45,000,000","31,581,712","71,720,838"
"1,443",The Ant Bully,"45,000,000","28,142,535","49,610,898"
"1,444",Johnny English,"45,000,000","28,013,509","161,735,791"
"1,445",Dune,"45,000,000","27,447,471","27,503,491"
"1,446",Aliens in the Attic,"45,000,000","25,200,412","59,551,283"
"1,447",Across the Universe,"45,000,000","24,343,673","29,367,143"
"1,448",Revolutionary Road,"45,000,000","22,951,340","79,604,820"
"1,449",Babylon A.D.,"45,000,000","22,532,572","70,216,497"
"1,450",Richard Jewell,"45,000,000","22,345,542","43,092,210"
"1,451",Frankenstein,"45,000,000","22,006,296","112,006,296"
"1,452",The Glimmer Man,"45,000,000","20,404,841","36,404,841"
"1,453",UglyDolls,"45,000,000","20,150,241","32,630,599"
"1,454",Multiplicity,"45,000,000","20,133,326","20,133,326"
"1,455",The Pledge,"45,000,000","19,719,930","29,406,132"
"1,456",The Producers: The Movie Musical,"45,000,000","19,398,532","32,952,995"
"1,457",Paws of Fury: The Legend of Hank,"45,000,000","17,811,382","40,166,138"
"1,458",The Phantom,"45,000,000","17,220,599","17,220,599"
"1,459",Rebound,"45,000,000","16,809,014","17,492,014"
"1,460",The Ghost Writer,"45,000,000","15,541,549","65,532,491"
"1,461",All the Pretty Horses,"45,000,000","15,527,125","18,120,267"
"1,462",Bangkok Dangerous,"45,000,000","15,298,133","46,598,133"
"1,463",Nixon,"45,000,000","13,668,249","34,668,249"
"1,464",Dredd,"45,000,000","13,414,714","41,467,606"
"1,465",The Rum Diary,"45,000,000","13,109,815","21,544,732"
"1,466",Deep Rising,"45,000,000","11,203,026","11,203,026"
"1,467",Welcome to Marwen,"45,000,000","10,763,520","13,086,137"
"1,468",Bloodshot,"45,000,000","10,021,787","37,163,054"
"1,469",The Seeker: The Dark is Rising,"45,000,000","8,794,452","31,852,619"
"1,470",Johnny English Reborn,"45,000,000","8,406,711","164,640,401"
"1,471",Miracle at St. Anna,"45,000,000","7,916,887","9,676,497"
"1,472",Big Trouble,"45,000,000","7,262,288","8,488,871"
"1,473",Man cheng jin dai huang jin jia,"45,000,000","6,566,773","76,904,429"
"1,474",Love in the Time of Cholera,"45,000,000","4,617,608","31,077,418"
"1,475",Pinocchio,"45,000,000","3,681,811","31,681,811"
"1,476",Shadow Conspiracy,"45,000,000","2,154,540","2,154,540"
"1,477",Foodfight!,"45,000,000",0,"120,323"
"1,478",Hillbilly Elegy,"45,000,000",0,"38,852"
"1,479",Argo,"44,500,000","136,025,503","227,140,757"
"1,480",The Fugitive,"44,000,000","183,875,760","353,715,317"
"1,481",Rambo: First Blood Part II,"44,000,000","150,415,432","300,400,000"
"1,482",Sleepers,"44,000,000","53,300,852","165,600,852"
"1,483",Charlie St. Cloud,"44,000,000","31,206,263","48,478,084"
"1,484",The Juror,"44,000,000","22,730,924","22,730,924"
"1,485",The Interview,"44,000,000","6,105,175","12,342,632"
"1,486",Heaven's Gate,"44,000,000","3,484,331","3,484,523"
"1,487",The Heat,"43,000,000","159,581,587","229,727,774"
"1,488",Finding Forrester,"43,000,000","51,768,623","80,013,623"
"1,489",28 Days,"43,000,000","37,035,515","62,063,972"
"1,490",Danny the Dog,"43,000,000","24,537,621","49,037,621"
"1,491",The Sweetest Thing,"43,000,000","24,430,272","63,078,756"
"1,492",The Girl in the Spider’s Web,"43,000,000","14,828,555","34,983,342"
"1,493",Last Night in Soho,"43,000,000","10,127,625","22,876,948"
"1,494",A Monster Calls,"43,000,000","3,740,823","46,414,530"
"1,495",The Mechanic,"42,500,000","29,121,498","76,347,393"
"1,496",The Firm,"42,000,000","158,340,892","270,340,892"
"1,497",21 Jump Street,"42,000,000","138,447,667","202,812,429"
"1,498",Notting Hill,"42,000,000","116,089,678","363,718,196"
"1,499",Little Women,"42,000,000","108,095,955","218,838,386"
"1,500",Chicken Run,"42,000,000","106,793,915","227,793,915"
"1,501",Along Came Polly,"42,000,000","88,073,507","173,044,410"
"1,502",Boomerang,"42,000,000","70,052,444","131,052,444"
"1,503",Brüno,"42,000,000","60,054,530","138,708,527"
"1,504",Cleopatra,"42,000,000","57,000,000","71,000,000"
"1,505",Snatched,"42,000,000","45,852,178","60,129,558"
"1,506",Here Comes the Boom,"42,000,000","45,290,318","73,239,258"
"1,507",High Crimes,"42,000,000","41,543,207","63,781,100"
"1,508",The Mirror Has Two Faces,"42,000,000","41,267,469","41,267,469"
"1,509",Red Riding Hood,"42,000,000","37,662,162","91,678,442"
"1,510",The Mothman Prophecies,"42,000,000","35,228,696","56,438,555"
"1,511",Licence to Kill,"42,000,000","34,667,015","156,167,015"
"1,512",Holmes & Watson,"42,000,000","30,568,743","41,926,605"
"1,513",One for the Money,"42,000,000","26,414,527","36,197,221"
"1,514",15 Minutes,"42,000,000","24,375,436","56,331,864"
"1,515",Lord of War,"42,000,000","24,149,632","60,437,727"
"1,516",Super Mario Bros.,"42,000,000","20,844,907","20,844,907"
"1,517",Hero,"42,000,000","19,487,173","66,787,173"
"1,518",Man on a Ledge,"42,000,000","18,620,000","49,621,440"
"1,519",The Warrior's Way,"42,000,000","5,666,340","8,514,325"
"1,520",McHale's Navy,"42,000,000","4,408,420","4,408,420"
"1,521",Micmacs,"42,000,000","1,259,693","18,821,576"
"1,522",Les Bronzés 3: amis pour la vie,"42,000,000",0,"83,833,602"
"1,523",Pourquoi j'ai pas mangé mon père,"42,000,000",0,"15,451,663"
"1,524",8 Mile,"41,000,000","116,724,075","245,768,384"
"1,525",Rocketman,"41,000,000","96,368,160","192,133,784"
"1,526",A Knight’s Tale,"41,000,000","56,083,966","100,622,586"
"1,527",The Medallion,"41,000,000","22,108,977","22,108,977"
"1,528",The Big Year,"41,000,000","7,204,138","7,684,524"
"1,529",The King’s Daughter,"40,500,000","1,747,263","2,157,750"
"1,530",The Sixth Sense,"40,000,000","293,506,292","672,806,292"
"1,531",Wedding Crashers,"40,000,000","209,218,368","283,218,368"
"1,532",The Karate Kid,"40,000,000","176,591,618","351,774,938"
"1,533",John Wick: Chapter 3 — Parabellum,"40,000,000","171,016,727","327,203,701"
"1,534",Fifty Shades of Grey,"40,000,000","166,167,230","570,794,950"
"1,535",Knives Out,"40,000,000","165,364,060","312,898,746"
"1,536",The Proposal,"40,000,000","163,958,031","314,709,717"
"1,537",American Hustle,"40,000,000","150,098,456","257,858,943"
"1,538",Cheaper by the Dozen,"40,000,000","138,614,544","190,212,113"
"1,539",Lucy,"40,000,000","126,573,960","457,507,776"
"1,540",Lone Survivor,"40,000,000","125,095,601","149,804,632"
"1,541",Back to the Future Part II,"40,000,000","118,450,002","331,971,868"
"1,542",Double Jeopardy,"40,000,000","116,735,231","177,835,231"
"1,543",Spy Kids 3-D: Game Over,"40,000,000","111,760,631","167,851,995"
"1,544",A Time to Kill,"40,000,000","108,766,007","152,266,007"
"1,545",A League of Their Own,"40,000,000","107,533,925","132,440,066"
"1,546",The Conjuring 2: The Enfield Poltergeist,"40,000,000","102,470,008","310,196,332"
"1,547",The Social Network,"40,000,000","96,962,694","224,922,135"
"1,548",Julie & Julia,"40,000,000","94,125,426","131,516,178"
"1,549",He's Just Not That Into You,"40,000,000","93,953,653","181,053,657"
"1,550",John Wick: Chapter Two,"40,000,000","92,029,184","171,139,626"
"1,551",Ride Along 2,"40,000,000","90,862,685","124,827,316"
"1,552",Scary Movie 4,"40,000,000","90,710,620","178,710,620"
"1,553",Get Hard,"40,000,000","90,411,453","111,711,453"
"1,554",Scream 3,"40,000,000","89,138,076","161,838,076"
"1,555",Back to the Future Part III,"40,000,000","88,055,283","244,087,259"
"1,556",The Accountant,"40,000,000","86,260,045","152,962,083"
"1,557",Dumb and Dumber To,"40,000,000","86,208,010","156,553,592"
"1,558",The Other Woman,"40,000,000","83,911,193","195,111,193"
"1,559",Bram Stoker's Dracula,"40,000,000","82,522,790","215,862,666"
"1,560",Eight Below,"40,000,000","81,612,565","120,455,994"
"1,561",The Talented Mr. Ripley,"40,000,000","81,292,135","128,792,130"
"1,562",The Intern,"40,000,000","75,764,672","197,115,710"
"1,563",The Last of the Mohicans,"40,000,000","75,505,856","75,505,856"
"1,564",Ray,"40,000,000","75,305,995","124,823,094"
"1,565",Sin City,"40,000,000","74,103,820","158,527,918"
"1,566",Bridge of Spies,"40,000,000","72,313,754","162,498,338"
"1,567",Vantage Point,"40,000,000","72,266,306","150,886,329"
"1,568","I Love You, Man","40,000,000","72,013,010","92,302,502"
"1,569",Shallow Hal,"40,000,000","70,836,296","70,836,296"
"1,570",JFK,"40,000,000","70,405,498","205,400,000"
"1,571",Big Momma's House 2,"40,000,000","70,165,972","137,047,376"
"1,572",Angel Has Fallen,"40,000,000","69,030,436","133,345,583"
"1,573",The House with a Clock in its Walls,"40,000,000","68,549,695","131,457,147"
"1,574",Hacksaw Ridge,"40,000,000","67,209,615","169,023,926"
"1,575",The Mexican,"40,000,000","66,808,615","145,238,250"
"1,576",The Final Destination,"40,000,000","66,477,700","187,384,627"
"1,577",The Conjuring: The Devil Made Me Do It,"40,000,000","65,631,050","200,266,441"
"1,578",17 Again,"40,000,000","64,167,069","139,474,906"
"1,579",Unknown,"40,000,000","63,686,397","136,123,083"
"1,580",Get Him to the Greek,"40,000,000","61,153,526","92,994,927"
"1,581",Gothika,"40,000,000","59,588,068","141,484,812"
"1,582",Behind Enemy Lines,"40,000,000","58,855,732","58,855,732"
"1,583",The Lincoln Lawyer,"40,000,000","58,009,200","87,145,086"
"1,584",Shall We Dance?,"40,000,000","57,887,882","170,125,882"
"1,585",Invincible,"40,000,000","57,806,952","58,501,127"
"1,586",Escape From Planet Earth,"40,000,000","57,012,977","74,156,610"
"1,587",Small Soldiers,"40,000,000","55,143,823","71,743,823"
"1,588",Spawn,"40,000,000","54,979,992","87,949,859"
"1,589",Horrible Bosses 2,"40,000,000","54,445,357","105,945,357"
"1,590",The Count of Monte Cristo,"40,000,000","54,228,104","75,389,090"
"1,591",The Prestige,"40,000,000","53,089,891","104,407,366"
"1,592",The Lake House,"40,000,000","52,330,111","114,830,111"
"1,593",Predators,"40,000,000","52,000,688","127,234,389"
"1,594",The Odd Life of Timothy Green,"40,000,000","51,853,450","55,249,159"
"1,595",The Living Daylights,"40,000,000","51,185,000","191,199,996"
"1,596",Apocalypto,"40,000,000","50,866,635","121,032,272"
"1,597",Music and Lyrics,"40,000,000","50,572,589","146,196,885"
"1,598",Legal Eagles,"40,000,000","49,851,591","49,851,591"
"1,599",Secret Window,"40,000,000","47,958,031","92,110,539"
"1,600",The Skeleton Key,"40,000,000","47,907,715","92,256,918"
"1,601",Jersey Boys,"40,000,000","47,047,013","65,282,732"
"1,602",Made of Honor,"40,000,000","46,012,734","106,548,738"
"1,603",The Rainmaker,"40,000,000","45,916,769","45,916,769"
"1,604",Medicine Man,"40,000,000","44,948,240","44,948,240"
"1,605",Amistad,"40,000,000","44,212,592","58,250,151"
"1,606",A Million Ways to Die in The West,"40,000,000","42,720,965","86,778,557"
"1,607",Final Destination 5,"40,000,000","42,587,643","155,011,165"
"1,608",Widows,"40,000,000","42,402,632","75,984,700"
"1,609",Fever Pitch,"40,000,000","42,071,069","50,071,069"
"1,610",Aliens vs. Predator - Requiem,"40,000,000","41,797,066","128,884,494"
"1,611",The Water Horse: Legend of the Deep,"40,000,000","40,412,817","103,429,755"
"1,612",Sex Tape,"40,000,000","38,543,473","126,069,509"
"1,613",Scream 4,"40,000,000","38,180,928","95,989,590"
"1,614",Ri¢hie Ri¢h,"40,000,000","38,087,756","38,087,756"
"1,615",Autumn in New York,"40,000,000","37,752,931","90,717,684"
"1,616",Paul,"40,000,000","37,412,945","101,162,106"
"1,617",The Guilt Trip,"40,000,000","37,134,215","41,294,674"
"1,618",Colombiana,"40,000,000","36,665,854","72,295,262"
"1,619",8MM,"40,000,000","36,443,442","96,398,826"
"1,620",The Commuter,"40,000,000","36,343,858","118,509,836"
"1,621",Hanging Up,"40,000,000","36,037,909","51,867,723"
"1,622",The Doors,"40,000,000","34,416,893","34,469,241"
"1,623",Mickey Blue Eyes,"40,000,000","33,864,342","53,864,342"
"1,624",The Spy Who Dumped Me,"40,000,000","33,562,069","78,998,245"
"1,625",Pay it Forward,"40,000,000","33,508,922","55,696,705"
"1,626",Arthur,"40,000,000","33,035,397","47,787,943"
"1,627",Drillbit Taylor,"40,000,000","32,862,104","49,686,263"
"1,628",Patriots Day,"40,000,000","31,886,361","52,837,989"
"1,629",Extremely Loud and Incredibly Close,"40,000,000","31,847,881","55,247,881"
"1,630",The Shadow,"40,000,000","31,835,600","31,835,600"
"1,631",Transporter 3,"40,000,000","31,715,062","112,930,957"
"1,632",Morning Glory,"40,000,000","31,011,732","59,795,070"
"1,633",Get Rich or Die Tryin',"40,000,000","30,981,850","46,666,955"
"1,634",Long Shot,"40,000,000","30,316,271","53,624,424"
"1,635",The Art of War,"40,000,000","30,199,105","40,390,931"
"1,636",Grudge Match,"40,000,000","29,817,991","69,817,991"
"1,637",Bless the Child,"40,000,000","29,374,178","40,435,694"
"1,638",Rent,"40,000,000","29,077,547","31,670,620"
"1,639",The Out-of-Towners,"40,000,000","28,544,120","28,544,120"
"1,640",The Nut Job 2: Nutty by Nature,"40,000,000","28,370,522","57,424,952"
"1,641",The Island of Dr. Moreau,"40,000,000","27,682,712","27,682,712"
"1,642",Wrath of Man,"40,000,000","27,466,489","103,913,405"
"1,643",The Musketeer,"40,000,000","27,053,815","27,053,815"
"1,644",Resident Evil: The Final Chapter,"40,000,000","26,844,692","314,101,190"
"1,645",The Other Boleyn Girl,"40,000,000","26,814,957","78,269,970"
"1,646",The House,"40,000,000","25,584,504","31,192,425"
"1,647",Sweet November,"40,000,000","25,288,103","65,754,228"
"1,648",The Reaping,"40,000,000","25,126,214","62,226,214"
"1,649",Season of the Witch,"40,000,000","24,827,228","91,126,600"
"1,650",Renaissance Man,"40,000,000","24,172,899","24,172,899"
